,json_image_index,json_color,json_size,json_material,json_shape,json_pixel_coords,csv_area,csv_box,file,csv_color,csv_size,csv_material,csv_label
5796,895,brown,large,metal,sphere,"[313, 195, 9.162654876708984]",6693.0,"[273, 154, 81, 82]",cache/1756274282656.png,,,,
5797,895,yellow,small,metal,cube,"[266, 121, 12.761272430419922]",1123.0,"[257, 100, 27, 40]",cache/1756274282701.png,,,,
5798,895,brown,large,metal,cube,"[186, 229, 8.288200378417969]",16911.0,"[123, 163, 122, 138]",cache/1756274282671.png,,,,
5799,895,brown,small,metal,cylinder,"[412, 162, 10.955216407775879]",1751.0,"[394, 138, 38, 45]",cache/1756274282706.png,,,,
5800,896,purple,large,rubber,cube,"[391, 120, 11.330204010009766]",8152.0,"[347, 74, 87, 92]",cache/1756274454068.png,,,,
5801,896,red,small,metal,cube,"[265, 224, 8.681917190551758]",3712.0,"[236, 192, 57, 64]",cache/1756274454057.png,,,,
5802,896,gray,large,rubber,sphere,"[75, 126, 11.056901931762695]",4813.0,"[38, 91, 70, 68]",cache/1756274454074.png,,,,
5803,896,brown,large,rubber,cube,"[186, 85, 13.031367301940918]",6198.0,"[145, 46, 78, 79]",cache/1756274454079.png,,,,
5804,896,purple,large,metal,sphere,"[227, 164, 9.697395324707031]",5845.0,"[189, 125, 76, 76]",cache/1756274454048.png,,,,
5805,896,cyan,large,metal,cube,"[301, 111, 11.721776962280273]",7878.0,"[257, 67, 87, 89]",cache/1756274454062.png,,,,
5806,896,red,small,rubber,cylinder,"[136, 110, 12.60284423828125]",1218.0,"[119, 90, 31, 38]",cache/1756274454085.png,,,,
5807,897,cyan,large,rubber,cylinder,"[197, 152, 10.107599258422852]",7669.0,"[156, 102, 76, 99]",cache/1756274439330.png,,,,
5808,897,yellow,small,rubber,cube,"[260, 114, 12.281234741210938]",1277.0,"[243, 94, 32, 39]",cache/1756274439313.png,,,,
5809,897,blue,small,rubber,cylinder,"[188, 99, 13.044696807861328]",788.0,"[172, 79, 29, 26]",cache/1756274439326.png,,,,
5810,897,gray,small,rubber,cylinder,"[392, 148, 10.917591094970703]",1815.0,"[372, 125, 39, 46]",cache/1756274439317.png,,,,
5811,897,cyan,small,rubber,cube,"[76, 134, 11.45950698852539]",1892.0,"[54, 110, 41, 45]",cache/1756274439306.png,,,,
5812,898,yellow,small,metal,cylinder,"[300, 109, 12.354440689086914]",1242.0,"[284, 89, 31, 39]",cache/1756274575416.png,,,,
5813,898,cyan,large,metal,sphere,"[290, 218, 8.097222328186035]",8598.0,"[243, 171, 92, 93]",cache/1756274575364.png,,,,
5814,898,brown,large,metal,cylinder,"[359, 144, 10.138106346130371]",8027.0,"[320, 96, 82, 97]",cache/1756274575405.png,,,,
5815,898,red,large,rubber,sphere,"[142, 176, 9.156959533691406]",5702.0,"[100, 134, 81, 70]",cache/1756274575387.png,,,,
5816,898,purple,large,rubber,cube,"[84, 134, 10.502304077148438]",8056.0,"[40, 86, 81, 98]",cache/1756274575380.png,,,,
5817,898,gray,small,metal,cube,"[236, 102, 12.745848655700684]",1388.0,"[217, 81, 36, 38]",cache/1756274575399.png,,,,
5818,898,gray,small,rubber,cube,"[405, 139, 11.093450546264648]",1695.0,"[394, 115, 35, 47]",cache/1756274575411.png,,,,
5819,898,blue,large,rubber,cube,"[174, 236, 7.701659202575684]",18412.0,"[111, 166, 125, 147]",cache/1756274575373.png,,,,
5820,898,red,large,rubber,cylinder,"[259, 163, 9.53702163696289]",8247.0,"[219, 111, 80, 102]",cache/1756274575393.png,,,,
5821,899,yellow,small,rubber,cube,"[271, 99, 13.114075660705566]",1561.0,"[250, 78, 39, 39]",cache/1756274331040.png,,,,
5822,899,brown,large,metal,sphere,"[111, 108, 11.816458702087402]",4070.0,"[78, 76, 64, 63]",cache/1756274331027.png,,,,
5823,899,purple,large,rubber,cube,"[220, 69, 13.864615440368652]",5413.0,"[182, 33, 73, 74]",cache/1756274331035.png,,,,
5824,900,green,small,metal,cube,"[161, 107, 12.989469528198242]",1407.0,"[141, 86, 37, 37]",cache/1756274328564.png,,,,
5825,900,red,large,rubber,sphere,"[224, 238, 8.041540145874023]",8655.0,"[178, 191, 92, 94]",cache/1756274328547.png,,,,
5826,900,purple,large,rubber,cylinder,"[176, 170, 9.751710891723633]",8332.0,"[134, 119, 80, 103]",cache/1756274328572.png,,,,
5827,901,yellow,large,metal,sphere,"[238, 85, 13.220500946044922]",3184.0,"[209, 56, 55, 56]",cache/1756274540870.png,,,,
5828,901,purple,small,rubber,sphere,"[169, 122, 12.070304870605469]",956.0,"[153, 106, 30, 31]",cache/1756274540902.png,,,,
5829,901,gray,large,metal,cube,"[398, 131, 10.840226173400879]",9378.0,"[350, 85, 100, 93]",cache/1756274540862.png,,,,
5830,901,blue,small,rubber,cube,"[115, 185, 9.6029052734375]",2851.0,"[87, 158, 53, 53]",cache/1756274540886.png,,,,
5831,901,brown,small,metal,sphere,"[194, 160, 10.459205627441406]",1267.0,"[176, 141, 35, 35]",cache/1756274540893.png,,,,
5832,901,red,large,metal,cylinder,"[95, 119, 11.340925216674805]",6422.0,"[55, 77, 75, 85]",cache/1756274540876.png,,,,
5833,902,cyan,large,metal,sphere,"[404, 129, 11.304675102233887]",4600.0,"[369, 94, 68, 66]",cache/1756274343349.png,,,,
5834,902,gray,large,metal,sphere,"[236, 191, 8.972567558288574]",7013.0,"[193, 149, 82, 84]",cache/1756274343356.png,,,,
5835,902,gray,large,rubber,cylinder,"[148, 115, 11.976218223571777]",5455.0,"[112, 75, 67, 80]",cache/1756274343361.png,,,,
5836,903,brown,small,rubber,cylinder,"[262, 93, 13.770913124084473]",977.0,"[247, 74, 27, 35]",cache/1756274512786.png,,,,
5837,903,purple,small,metal,sphere,"[106, 145, 11.327736854553223]",1110.0,"[88, 127, 33, 32]",cache/1756274512775.png,,,,
5838,903,cyan,small,rubber,sphere,"[159, 153, 10.995718002319336]",1178.0,"[142, 136, 34, 34]",cache/1756274512782.png,,,,
5839,904,brown,large,rubber,cube,"[357, 148, 10.258378982543945]",12978.0,"[264, 128, 107, 121]",cache/1756274370463.png,,,,
5840,904,purple,small,rubber,cylinder,"[240, 85, 14.186280250549316]",878.0,"[226, 67, 26, 33]",cache/1756274370483.png,,,,
5841,904,red,small,rubber,cube,"[157, 147, 11.0423583984375]",2297.0,"[132, 123, 47, 48]",cache/1756274370479.png,,,,
5842,904,green,small,rubber,cylinder,"[197, 96, 13.495979309082031]",985.0,"[182, 78, 28, 35]",cache/1756274370488.png,,,,
5843,904,yellow,large,rubber,cube,"[146, 105, 12.127445220947266]",5938.0,"[105, 65, 76, 77]",cache/1756274370457.png,,,,
5844,904,gray,large,rubber,cube,"[318, 186, 9.051155090332031]",12978.0,"[264, 128, 107, 121]",cache/1756274370463.png,,,,
5845,904,purple,small,rubber,sphere,"[272, 105, 12.983162879943848]",825.0,"[258, 90, 28, 29]",cache/1756274370474.png,,,,
5846,905,red,small,rubber,cylinder,"[245, 160, 10.415616035461426]",1723.0,"[226, 136, 36, 46]",cache/1756274545834.png,,,,
5847,905,green,large,metal,cube,"[208, 122, 11.232641220092773]",7502.0,"[165, 78, 83, 89]",cache/1756274545819.png,,,,
5848,905,red,small,metal,cylinder,"[326, 109, 12.906682968139648]",1135.0,"[310, 90, 30, 36]",cache/1756274545825.png,,,,
5849,905,yellow,small,metal,cylinder,"[266, 201, 9.035246849060059]",2360.0,"[244, 173, 42, 55]",cache/1756274545829.png,,,,
5850,906,purple,large,rubber,sphere,"[273, 86, 12.686023712158203]",3471.0,"[243, 55, 58, 59]",cache/1756274294093.png,,,,
5851,906,yellow,large,rubber,cube,"[68, 122, 10.838269233703613]",9926.0,"[13, 75, 103, 95]",cache/1756274294120.png,,,,
5852,906,cyan,small,metal,cube,"[196, 184, 9.365839004516602]",2963.0,"[169, 155, 51, 57]",cache/1756274294101.png,,,,
5853,906,green,small,rubber,cube,"[141, 162, 10.079147338867188]",2489.0,"[117, 135, 47, 52]",cache/1756274294127.png,,,,
5854,907,green,large,metal,cube,"[249, 130, 10.831491470336914]",9385.0,"[201, 82, 95, 98]",cache/1756274395650.png,,,,
5855,907,green,small,rubber,sphere,"[295, 109, 12.60962963104248]",670.0,"[286, 93, 22, 30]",cache/1756274395660.png,,,,
5856,907,green,small,metal,sphere,"[339, 129, 11.648458480834961]",1048.0,"[322, 112, 32, 32]",cache/1756274395643.png,,,,
5857,907,cyan,small,metal,cube,"[221, 86, 13.868097305297852]",926.0,"[205, 68, 30, 30]",cache/1756274395656.png,,,,
5858,907,gray,small,metal,cylinder,"[194, 119, 12.096527099609375]",1064.0,"[177, 98, 26, 40]",cache/1756274395664.png,,,,
5859,908,blue,small,metal,sphere,"[42, 142, 11.056716918945312]",1203.0,"[23, 125, 35, 33]",cache/1756274392668.png,,,,
5860,908,red,small,metal,cube,"[288, 98, 13.19061279296875]",1454.0,"[268, 78, 37, 38]",cache/1756274392658.png,,,,
5861,908,yellow,large,rubber,cylinder,"[243, 145, 10.187074661254883]",14279.0,"[137, 133, 112, 126]",cache/1756274392627.png,,,,
5862,908,gray,small,rubber,cylinder,"[108, 180, 9.718059539794922]",2205.0,"[86, 154, 42, 51]",cache/1756274392678.png,,,,
5863,908,brown,small,metal,cube,"[386, 146, 10.887140274047852]",2065.0,"[364, 122, 42, 48]",cache/1756274392636.png,,,,
5864,908,brown,large,metal,cube,"[194, 194, 8.650636672973633]",14279.0,"[137, 133, 112, 126]",cache/1756274392627.png,,,,
5865,908,cyan,small,rubber,cube,"[182, 107, 12.717921257019043]",1623.0,"[161, 86, 39, 40]",cache/1756274392663.png,,,,
5866,908,blue,small,metal,cylinder,"[98, 130, 11.576606750488281]",1533.0,"[79, 108, 36, 41]",cache/1756274392653.png,,,,
5867,908,green,small,metal,cube,"[221, 87, 13.860651969909668]",973.0,"[206, 69, 28, 33]",cache/1756274392683.png,,,,
5868,908,brown,large,metal,sphere,"[334, 100, 12.148850440979004]",3746.0,"[304, 69, 60, 61]",cache/1756274392642.png,,,,
5869,909,yellow,large,rubber,cylinder,"[322, 163, 10.229806900024414]",7723.0,"[283, 114, 79, 97]",cache/1756274453307.png,,,,
5870,909,brown,large,metal,cylinder,"[380, 135, 11.311271667480469]",6176.0,"[348, 91, 70, 87]",cache/1756274453317.png,,,,
5871,909,blue,small,metal,sphere,"[183, 162, 10.976512908935547]",1183.0,"[165, 144, 33, 34]",cache/1756274453302.png,,,,
5872,909,brown,large,metal,cube,"[164, 95, 13.28045654296875]",4846.0,"[130, 58, 65, 74]",cache/1756274453297.png,,,,
5873,909,gray,large,metal,sphere,"[228, 201, 9.041410446166992]",6822.0,"[187, 160, 81, 83]",cache/1756274453288.png,,,,
5874,909,purple,small,metal,cube,"[277, 136, 12.027708053588867]",1605.0,"[257, 114, 37, 42]",cache/1756274453313.png,,,,
5875,910,purple,large,rubber,cube,"[104, 112, 11.655919075012207]",7899.0,"[59, 68, 87, 90]",cache/1756274408799.png,,,,
5876,910,red,small,metal,cylinder,"[165, 218, 8.822687149047852]",2619.0,"[141, 188, 45, 58]",cache/1756274408818.png,,,,
5877,910,brown,large,metal,cylinder,"[419, 128, 10.968008041381836]",7306.0,"[379, 83, 81, 89]",cache/1756274408823.png,,,,
5878,910,blue,small,rubber,sphere,"[357, 162, 10.419536590576172]",1312.0,"[339, 144, 35, 36]",cache/1756274408829.png,,,,
5879,910,red,small,rubber,sphere,"[251, 96, 13.308241844177246]",788.0,"[236, 81, 27, 28]",cache/1756274408808.png,,,,
5880,910,red,large,rubber,cube,"[308, 217, 8.250078201293945]",12883.0,"[257, 155, 100, 128]",cache/1756274408792.png,,,,
5881,910,brown,small,metal,sphere,"[232, 178, 9.915132522583008]",1422.0,"[213, 158, 37, 38]",cache/1756274408813.png,,,,
5882,911,yellow,large,rubber,cylinder,"[293, 200, 8.560067176818848]",10883.0,"[249, 141, 91, 118]",cache/1756274561649.png,,,,
5883,911,purple,small,rubber,cube,"[254, 109, 12.643333435058594]",1180.0,"[237, 89, 31, 37]",cache/1756274561679.png,,,,
5884,911,green,large,rubber,cylinder,"[377, 139, 10.45815658569336]",7529.0,"[339, 92, 79, 94]",cache/1756274561674.png,,,,
5885,911,purple,large,metal,sphere,"[167, 102, 12.124527931213379]",2592.0,"[135, 70, 61, 42]",cache/1756274561663.png,,,,
5886,911,red,large,metal,cylinder,"[233, 70, 14.019370079040527]",3639.0,"[205, 36, 54, 67]",cache/1756274561668.png,,,,
5887,911,gray,large,rubber,cube,"[169, 151, 10.023030281066895]",10892.0,"[115, 99, 102, 106]",cache/1756274561657.png,,,,
5888,911,red,small,rubber,cylinder,"[123, 137, 11.330687522888184]",1147.0,"[103, 114, 26, 42]",cache/1756274561688.png,,,,
5889,911,gray,small,metal,sphere,"[316, 130, 11.627172470092773]",1018.0,"[300, 113, 32, 31]",cache/1756274561694.png,,,,
5890,912,brown,large,rubber,cube,"[365, 164, 10.359122276306152]",8938.0,"[321, 114, 87, 101]",cache/1756274325897.png,,,,
5891,912,green,small,rubber,sphere,"[153, 214, 9.482378959655762]",1598.0,"[132, 193, 39, 40]",cache/1756274325878.png,,,,
5892,912,yellow,small,rubber,sphere,"[271, 121, 12.935371398925781]",835.0,"[256, 106, 28, 29]",cache/1756274325884.png,,,,
5893,912,green,large,metal,cube,"[375, 124, 11.964543342590332]",6581.0,"[332, 81, 88, 74]",cache/1756274325870.png,,,,
5894,913,blue,small,metal,cylinder,"[350, 123, 12.626394271850586]",1253.0,"[333, 103, 32, 38]",cache/1756274266433.png,,,,
5895,913,red,large,metal,sphere,"[249, 227, 8.335952758789062]",8071.0,"[204, 182, 88, 91]",cache/1756274266421.png,,,,
5896,913,brown,large,metal,cylinder,"[118, 125, 11.712690353393555]",5742.0,"[81, 83, 69, 83]",cache/1756274266443.png,,,,
5897,913,green,large,rubber,sphere,"[163, 165, 10.118738174438477]",5468.0,"[125, 127, 73, 74]",cache/1756274266427.png,,,,
5898,913,brown,small,rubber,cube,"[200, 111, 13.272055625915527]",1379.0,"[182, 91, 35, 38]",cache/1756274266448.png,,,,
5899,913,green,small,rubber,cube,"[300, 192, 9.89254093170166]",2682.0,"[276, 164, 48, 55]",cache/1756274266438.png,,,,
5900,913,green,large,rubber,sphere,"[410, 135, 11.250518798828125]",4591.0,"[376, 101, 68, 66]",cache/1756274266415.png,,,,
5901,914,purple,small,rubber,sphere,"[247, 87, 14.149442672729492]",693.0,"[234, 73, 25, 26]",cache/1756274396440.png,,,,
5902,914,yellow,small,rubber,sphere,"[146, 135, 11.465734481811523]",1064.0,"[129, 118, 32, 32]",cache/1756274396452.png,,,,
5903,914,purple,large,rubber,sphere,"[346, 152, 9.968571662902832]",5708.0,"[309, 114, 75, 75]",cache/1756274396412.png,,,,
5904,914,gray,large,metal,cube,"[226, 228, 7.768062591552734]",14878.0,"[167, 163, 110, 134]",cache/1756274396427.png,,,,
5905,914,cyan,large,metal,cylinder,"[195, 101, 12.282496452331543]",4909.0,"[162, 63, 63, 77]",cache/1756274396445.png,,,,
5906,914,cyan,large,rubber,sphere,"[412, 129, 10.894750595092773]",4954.0,"[377, 94, 70, 69]",cache/1756274396434.png,,,,
5907,915,blue,large,rubber,sphere,"[327, 123, 10.90640640258789]",4703.0,"[292, 88, 68, 68]",cache/1756274264146.png,,,,
5908,915,gray,small,rubber,cube,"[384, 163, 10.0938138961792]",2958.0,"[356, 136, 55, 53]",cache/1756274264151.png,,,,
5909,915,purple,large,metal,cube,"[247, 110, 11.50527286529541]",7493.0,"[204, 66, 84, 88]",cache/1756274264140.png,,,,
5910,915,cyan,large,rubber,sphere,"[180, 190, 8.580899238586426]",7580.0,"[136, 146, 86, 87]",cache/1756274264133.png,,,,
5911,916,brown,small,rubber,sphere,"[161, 110, 12.212167739868164]",9248.0,"[125, 110, 85, 108]",cache/1756274363848.png,,,,
5912,916,yellow,large,rubber,sphere,"[217, 222, 7.619235992431641]",9603.0,"[168, 173, 97, 98]",cache/1756274363826.png,,,,
5913,916,yellow,small,rubber,sphere,"[385, 160, 10.062108993530273]",1430.0,"[365, 140, 38, 37]",cache/1756274363843.png,,,,
5914,916,gray,large,rubber,cube,"[204, 122, 10.751343727111816]",9248.0,"[125, 110, 85, 108]",cache/1756274363848.png,,,,
5915,916,yellow,small,rubber,sphere,"[339, 212, 8.48785400390625]",1985.0,"[316, 189, 44, 44]",cache/1756274363853.png,,,,
5916,916,yellow,large,rubber,cube,"[264, 80, 12.984403610229492]",6044.0,"[225, 42, 77, 77]",cache/1756274363837.png,,,,
5917,916,purple,small,metal,cylinder,"[105, 123, 11.560922622680664]",1526.0,"[85, 102, 36, 41]",cache/1756274363832.png,,,,
5918,916,cyan,large,rubber,cylinder,"[170, 163, 9.199277877807617]",9248.0,"[125, 110, 85, 108]",cache/1756274363848.png,,,,
5919,917,red,small,rubber,cylinder,"[285, 150, 10.802886009216309]",1604.0,"[267, 127, 35, 45]",cache/1756274341022.png,,,,
5920,917,blue,small,rubber,sphere,"[103, 177, 9.745294570922852]",1521.0,"[83, 157, 39, 38]",cache/1756274341031.png,,,,
5921,917,cyan,small,rubber,sphere,"[83, 139, 11.318873405456543]",1153.0,"[65, 121, 34, 33]",cache/1756274341027.png,,,,
5922,917,red,small,metal,sphere,"[163, 122, 12.208967208862305]",929.0,"[147, 106, 30, 30]",cache/1756274341013.png,,,,
5923,918,blue,small,metal,sphere,"[408, 153, 11.136645317077637]",1168.0,"[390, 136, 34, 33]",cache/1756274337253.png,,,,
5924,918,gray,large,rubber,sphere,"[212, 230, 7.985410690307617]",8816.0,"[165, 183, 92, 95]",cache/1756274337293.png,,,,
5925,918,green,small,rubber,sphere,"[205, 104, 13.741954803466797]",736.0,"[191, 89, 26, 27]",cache/1756274337260.png,,,,
5926,918,brown,small,metal,sphere,"[320, 162, 10.75674057006836]",1185.0,"[302, 144, 34, 34]",cache/1756274337279.png,,,,
5927,918,cyan,small,metal,cube,"[372, 131, 12.176033973693848]",1410.0,"[353, 110, 34, 40]",cache/1756274337284.png,,,,
5928,918,yellow,small,metal,sphere,"[264, 197, 9.542580604553223]",1528.0,"[244, 177, 38, 39]",cache/1756274337275.png,,,,
5929,918,blue,small,metal,cylinder,"[331, 122, 12.639616966247559]",1196.0,"[315, 103, 31, 37]",cache/1756274337288.png,,,,
5930,918,purple,small,rubber,sphere,"[175, 114, 13.110727310180664]",806.0,"[160, 99, 28, 28]",cache/1756274337265.png,,,,
5931,918,green,small,metal,sphere,"[109, 176, 10.237966537475586]",1360.0,"[89, 157, 37, 36]",cache/1756274337247.png,,,,
5932,918,cyan,small,metal,cube,"[288, 138, 11.813838958740234]",1899.0,"[266, 116, 42, 44]",cache/1756274337270.png,,,,
5933,919,green,large,rubber,sphere,"[158, 112, 11.669364929199219]",4132.0,"[125, 79, 63, 64]",cache/1756274603079.png,,,,
5934,919,purple,small,rubber,cube,"[183, 186, 9.514426231384277]",2633.0,"[158, 158, 47, 55]",cache/1756274603074.png,,,,
5935,919,yellow,large,rubber,cube,"[235, 105, 12.040777206420898]",5095.0,"[203, 66, 65, 78]",cache/1756274603084.png,,,,
5936,919,cyan,small,metal,cube,"[358, 158, 10.46074104309082]",2170.0,"[335, 133, 43, 49]",cache/1756274603069.png,,,,
5937,919,purple,large,metal,cylinder,"[295, 87, 13.145636558532715]",4197.0,"[266, 50, 58, 71]",cache/1756274603089.png,,,,
5938,920,cyan,large,metal,cube,"[240, 105, 11.457967758178711]",7139.0,"[198, 61, 80, 88]",cache/1756274418456.png,,,,
5939,920,red,small,rubber,cylinder,"[391, 128, 11.24593734741211]",969.0,"[375, 106, 35, 27]",cache/1756274418503.png,,,,
5940,920,yellow,large,metal,sphere,"[296, 218, 7.95427131652832]",8792.0,"[249, 171, 93, 94]",cache/1756274418464.png,,,,
5941,920,purple,small,metal,cylinder,"[304, 96, 12.694106101989746]",1176.0,"[288, 76, 30, 38]",cache/1756274418482.png,,,,
5942,920,red,small,metal,sphere,"[151, 216, 8.58415412902832]",1893.0,"[129, 194, 43, 43]",cache/1756274418477.png,,,,
5943,920,purple,small,rubber,cylinder,"[143, 154, 10.305765151977539]",1903.0,"[122, 130, 39, 48]",cache/1756274418487.png,,,,
5944,920,red,large,metal,cube,"[373, 178, 8.91732120513916]",16032.0,"[317, 106, 119, 133]",cache/1756274418470.png,,,,
5945,920,yellow,small,metal,cylinder,"[140, 108, 12.103937149047852]",1347.0,"[122, 88, 33, 40]",cache/1756274418492.png,,,,
5946,920,cyan,small,metal,cylinder,"[204, 273, 7.438531398773193]",3724.0,"[177, 237, 52, 71]",cache/1756274418498.png,,,,
5947,921,cyan,large,rubber,cube,"[58, 125, 11.200321197509766]",9609.0,"[5, 78, 101, 94]",cache/1756274510443.png,,,,
5948,921,blue,large,rubber,sphere,"[238, 201, 8.692782402038574]",7338.0,"[195, 158, 85, 86]",cache/1756274510417.png,,,,
5949,921,green,small,rubber,cylinder,"[185, 179, 9.950284957885742]",1941.0,"[164, 153, 38, 50]",cache/1756274510449.png,,,,
5950,921,cyan,large,metal,sphere,"[280, 90, 12.925596237182617]",3365.0,"[251, 59, 57, 58]",cache/1756274510404.png,,,,
5951,921,blue,large,metal,sphere,"[143, 137, 10.693350791931152]",4988.0,"[107, 101, 70, 70]",cache/1756274510432.png,,,,
5952,922,yellow,small,rubber,cube,"[299, 181, 9.844862937927246]",2882.0,"[272, 153, 51, 55]",cache/1756274569224.png,,,,
5953,922,brown,small,rubber,cube,"[76, 138, 11.448363304138184]",2160.0,"[52, 115, 46, 46]",cache/1756274569232.png,,,,
5954,922,gray,small,metal,sphere,"[379, 130, 11.842704772949219]",1033.0,"[362, 113, 32, 31]",cache/1756274569236.png,,,,
5955,923,gray,small,rubber,sphere,"[281, 103, 13.478833198547363]",779.0,"[266, 89, 27, 28]",cache/1756274372548.png,,,,
5956,923,blue,large,rubber,cube,"[374, 123, 11.444201469421387]",6449.0,"[339, 81, 76, 84]",cache/1756274372542.png,,,,
5957,923,blue,small,metal,sphere,"[176, 110, 13.092061042785645]",814.0,"[161, 95, 28, 28]",cache/1756274372552.png,,,,
5958,924,purple,small,metal,cube,"[153, 181, 9.560215950012207]",2585.0,"[129, 153, 46, 55]",cache/1756274481371.png,,,,
5959,924,yellow,small,metal,cube,"[311, 135, 11.123080253601074]",2228.0,"[287, 111, 46, 48]",cache/1756274481394.png,,,,
5960,924,cyan,large,rubber,cube,"[286, 95, 12.110445022583008]",6827.0,"[245, 53, 81, 83]",cache/1756274481388.png,,,,
5961,924,gray,large,metal,cylinder,"[212, 77, 13.139076232910156]",4195.0,"[181, 40, 58, 72]",cache/1756274481404.png,,,,
5962,924,red,small,metal,sphere,"[374, 158, 10.297898292541504]",1335.0,"[355, 139, 37, 35]",cache/1756274481377.png,,,,
5963,924,purple,large,rubber,cube,"[235, 256, 7.209737777709961]",19975.0,"[162, 179, 142, 140]",cache/1756274481364.png,,,,
5964,924,red,large,rubber,cylinder,"[127, 129, 10.585365295410156]",7235.0,"[85, 83, 77, 92]",cache/1756274481382.png,,,,
5965,924,red,small,metal,sphere,"[271, 204, 8.898968696594238]",19975.0,"[162, 179, 142, 140]",cache/1756274481364.png,,,,
5966,925,cyan,small,rubber,sphere,"[138, 141, 11.443720817565918]",1081.0,"[121, 124, 32, 33]",cache/1756274423899.png,,,,
5967,925,purple,large,rubber,cylinder,"[320, 114, 11.91247272491455]",5250.0,"[288, 75, 65, 80]",cache/1756274423933.png,,,,
5968,925,red,large,metal,cube,"[206, 101, 12.741517066955566]",4488.0,"[173, 64, 61, 72]",cache/1756274423893.png,,,,
5969,925,cyan,small,metal,sphere,"[239, 96, 14.091825485229492]",463.0,"[234, 82, 17, 26]",cache/1756274423909.png,,,,
5970,925,cyan,large,rubber,cylinder,"[362, 143, 10.50436019897461]",7270.0,"[324, 97, 78, 92]",cache/1756274423926.png,,,,
5971,925,cyan,small,metal,cube,"[173, 186, 9.631113052368164]",2615.0,"[146, 159, 49, 53]",cache/1756274423887.png,,,,
5972,925,yellow,large,metal,cylinder,"[276, 184, 8.993617057800293]",9464.0,"[234, 129, 85, 110]",cache/1756274423913.png,,,,
5973,925,cyan,small,metal,cube,"[82, 150, 11.046170234680176]",1873.0,"[61, 126, 40, 45]",cache/1756274423879.png,,,,
5974,925,gray,small,rubber,cylinder,"[283, 102, 13.677541732788086]",725.0,"[268, 84, 21, 34]",cache/1756274423938.png,,,,
5975,925,green,small,rubber,cylinder,"[213, 230, 8.35777759552002]",2749.0,"[190, 199, 44, 61]",cache/1756274423904.png,,,,
5976,926,brown,small,rubber,cylinder,"[153, 162, 10.487159729003906]",1779.0,"[133, 138, 38, 46]",cache/1756274542889.png,,,,
5977,926,brown,large,metal,cube,"[215, 87, 13.483484268188477]",4976.0,"[180, 51, 68, 72]",cache/1756274542878.png,,,,
5978,926,blue,small,rubber,cube,"[234, 185, 9.670541763305664]",2961.0,"[207, 157, 52, 56]",cache/1756274542873.png,,,,
5979,926,blue,small,rubber,cylinder,"[124, 148, 11.081409454345703]",1572.0,"[104, 125, 35, 44]",cache/1756274542894.png,,,,
5980,926,green,small,rubber,sphere,"[352, 131, 11.858146667480469]",1009.0,"[336, 114, 31, 31]",cache/1756274542884.png,,,,
5981,926,purple,large,metal,cube,"[121, 105, 12.319071769714355]",5696.0,"[80, 67, 75, 75]",cache/1756274542868.png,,,,
5982,926,yellow,large,metal,cube,"[305, 98, 12.721592903137207]",5796.0,"[267, 60, 73, 78]",cache/1756274542862.png,,,,
5983,927,red,large,metal,sphere,"[294, 81, 12.7465181350708]",3452.0,"[264, 50, 58, 59]",cache/1756274288049.png,,,,
5984,927,blue,small,rubber,sphere,"[235, 126, 11.327698707580566]",732.0,"[218, 109, 25, 28]",cache/1756274288082.png,,,,
5985,927,yellow,large,metal,cylinder,"[390, 152, 9.527178764343262]",9483.0,"[347, 101, 90, 104]",cache/1756274288072.png,,,,
5986,927,blue,large,metal,sphere,"[184, 90, 12.19059944152832]",3804.0,"[153, 58, 61, 62]",cache/1756274288056.png,,,,
5987,927,brown,small,metal,sphere,"[431, 143, 10.607925415039062]",646.0,"[430, 126, 18, 34]",cache/1756274288077.png,,,,
5988,927,yellow,large,rubber,cylinder,"[264, 164, 9.155400276184082]",9227.0,"[221, 110, 84, 108]",cache/1756274288066.png,,,,
5989,927,blue,large,metal,cylinder,"[131, 138, 10.023344993591309]",8077.0,"[87, 90, 82, 97]",cache/1756274288061.png,,,,
5990,928,green,small,rubber,sphere,"[259, 138, 10.81539249420166]",1193.0,"[241, 120, 33, 35]",cache/1756274303126.png,,,,
5991,928,purple,large,metal,cylinder,"[348, 145, 9.740501403808594]",16363.0,"[276, 126, 123, 132]",cache/1756274303091.png,,,,
5992,928,gray,large,metal,sphere,"[233, 93, 12.138521194458008]",3792.0,"[202, 61, 60, 63]",cache/1756274303105.png,,,,
5993,928,red,large,rubber,sphere,"[205, 223, 7.530388832092285]",9835.0,"[155, 173, 98, 100]",cache/1756274303083.png,,,,
5994,928,brown,small,metal,cube,"[178, 119, 11.682178497314453]",1905.0,"[156, 96, 42, 44]",cache/1756274303110.png,,,,
5995,928,gray,large,metal,cube,"[92, 160, 9.24081039428711]",13716.0,"[30, 104, 118, 115]",cache/1756274303099.png,,,,
5996,928,cyan,large,metal,sphere,"[79, 115, 11.019783973693848]",13716.0,"[30, 104, 118, 115]",cache/1756274303099.png,,,,
5997,928,purple,small,rubber,cube,"[281, 95, 13.006117820739746]",1492.0,"[261, 75, 38, 38]",cache/1756274303132.png,,,,
5998,928,yellow,large,rubber,cylinder,"[431, 132, 10.255066871643066]",8148.0,"[391, 85, 85, 95]",cache/1756274303137.png,,,,
