image_index,area,box,color,size,material,label
252,1563,86-82-43-44,yellow,large,metal,sphere
252,719,113-21-26-31,red,small,metal,cube
252,1711,112-47-43-47,red,large,rubber,cube
256,1431,72-54-35-44,red,large,rubber,cylinder
256,762,104-113-28-33,brown,small,metal,cube
209,484,107-88-19-26,cyan,small,rubber,cylinder
209,669,136-98-27-30,cyan,small,rubber,cube
209,1113,110-32-30-37,green,small,metal,cube
209,1602,143-58-39-48,green,large,rubber,cylinder
348,792,48-39-31-31,blue,small,metal,sphere
348,1303,76-74-39-40,cyan,large,metal,sphere
348,948,142-31-30-38,brown,small,rubber,cube
348,410,136-59-21-22,red,small,rubber,cube
348,503,115-77-22-26,cyan,small,rubber,cube
348,410,128-108-22-22,cyan,small,metal,sphere
993,764,131-39-31-30,cyan,small,metal,sphere
993,1860,47-57-41-50,gray,large,rubber,cylinder
384,1822,130-61-39-51,purple,large,rubber,cylinder
384,2769,79-89-48-64,green,large,rubber,cylinder
99,426,42-64-21-21,gray,small,rubber,cube
99,855,170-44-32-33,purple,small,metal,sphere
99,1014,138-53-35-36,blue,small,rubber,sphere
670,1954,84-61-40-52,green,large,rubber,sphere
219,688,89-27-29-29,red,small,metal,sphere
219,790,141-34-31-31,gray,small,metal,sphere
219,1528,123-77-43-43,green,large,metal,sphere
219,2075,181-51-50-54,red,large,rubber,cube
219,1679,24-35-42-53,cyan,large,rubber,cube
484,833,25-43-32-31,cyan,small,metal,sphere
484,1836,180-53-44-49,red,large,rubber,cube
484,2032,107-42-52-53,yellow,large,rubber,cube
484,1355,74-44-34-43,purple,large,rubber,cube
464,1320,123-42-38-43,red,large,rubber,cylinder
464,1285,107-71-39-40,blue,small,rubber,sphere
464,505,183-67-25-25,brown,small,rubber,cube
994,839,121-44-32-32,blue,small,rubber,sphere
889,1294,55-28-40-38,yellow,small,rubber,cube
889,727,114-38-30-29,cyan,small,metal,sphere
889,667,117-22-36-33,green,small,rubber,sphere
833,1216,95-35-35-37,green,small,rubber,cube
788,370,84-108-20-21,red,small,rubber,sphere
788,505,61-79-23-26,brown,small,rubber,cube
788,548,149-86-23-25,yellow,small,rubber,cube
142,991,126-27-29-36,brown,small,rubber,cylinder
142,394,152-52-22-21,cyan,small,rubber,cube
142,540,124-79-22-25,cyan,small,rubber,cube
142,1157,187-56-38-36,purple,small,metal,sphere
142,1386,51-69-41-41,yellow,large,rubber,sphere
142,1663,51-48-41-62,green,large,rubber,sphere
822,1353,58-37-36-40,cyan,large,rubber,cube
822,432,174-61-22-22,cyan,small,rubber,cube
822,1491,102-81-42-43,green,large,metal,sphere
264,2319,47-59-50-55,gray,large,rubber,cube
777,486,52-80-23-26,yellow,small,rubber,cube
777,1924,122-67-40-52,cyan,large,rubber,cylinder
71,401,70-104-21-22,green,small,rubber,sphere
71,335,104-86-20-20,blue,small,metal,sphere
71,1050,115-17-35-34,red,small,rubber,cube
71,394,163-55-21-21,red,small,rubber,cube
71,2049,11-44-53-49,brown,large,rubber,sphere
71,1861,188-51-44-50,gray,large,rubber,sphere
313,594,68-83-25-28,yellow,small,rubber,cube
313,364,203-63-20-21,red,small,rubber,cube
313,1591,115-81-44-44,green,large,rubber,sphere
313,398,183-68-19-22,red,small,metal,cube
272,700,64-38-28-29,red,small,rubber,sphere
696,1609,128-41-37-45,brown,large,metal,cube
373,839,38-49-32-31,cyan,small,metal,sphere
373,1067,109-25-36-36,purple,small,rubber,cube
853,722,80-36-28-30,blue,small,rubber,sphere
853,2964,66-88-52-62,brown,large,rubber,cylinder
853,904,189-47-34-32,blue,small,rubber,sphere
946,385,55-64-19-22,purple,small,rubber,cube
946,1476,143-77-43-42,yellow,large,metal,sphere
946,2986,83-76-55-64,blue,large,metal,cube
617,614,81-100-22-30,red,small,rubber,cube
795,1420,73-75-41-42,yellow,large,rubber,sphere
795,1295,140-42-34-42,red,small,rubber,cylinder
795,1753,120-87-45-46,cyan,large,rubber,sphere
795,1677,179-52-41-46,blue,large,rubber,sphere
741,1131,43-32-33-39,yellow,small,rubber,cylinder
741,2782,75-78-51-60,brown,large,metal,sphere
741,2057,146-67-43-54,purple,large,rubber,cylinder
741,387,129-70-17-23,blue,small,rubber,cube
588,1492,84-34-42-43,red,large,rubber,cube
588,539,64-30-26-29,cyan,small,rubber,cube
588,2183,111-66-42-57,purple,large,rubber,cylinder
588,1885,178-55-44-50,blue,large,rubber,cylinder
214,1353,38-44-36-42,yellow,large,rubber,cylinder
214,401,92-77-18-24,red,small,rubber,cube
695,730,80-30-29-30,green,small,metal,sphere
695,1068,155-48-36-36,red,small,rubber,sphere
695,1097,114-19-34-35,green,small,rubber,cube
695,405,145-92-23-22,red,small,metal,sphere
695,642,178-80-29-29,gray,small,rubber,cube
695,3543,88-90-56-69,cyan,large,rubber,sphere
695,2391,21-48-55-55,gray,large,rubber,cube
901,1310,28-39-36-41,red,large,rubber,cylinder
901,571,44-80-25-25,blue,small,rubber,cube
901,1834,175-43-49-45,gray,large,rubber,cube
398,868,88-47-32-32,green,small,metal,sphere
398,545,163-88-22-27,cyan,small,rubber,cube
398,1031,125-57-35-35,green,small,metal,sphere
429,984,92-31-28-35,cyan,small,rubber,cube
429,1477,161-37-43-40,red,large,rubber,sphere
429,1514,125-49-36-45,red,large,rubber,cylinder
429,1509,127-36-77-42,red,large,rubber,cube
429,1435,58-73-41-42,brown,large,metal,sphere
336,1062,87-28-31-36,blue,small,rubber,cube
336,360,71-103-20-21,red,small,rubber,sphere
336,478,97-126-23-24,cyan,small,metal,sphere
336,681,134-35-28-29,gray,small,rubber,sphere
336,520,135-87-21-27,purple,small,rubber,cube
336,1580,38-52-39-46,brown,large,rubber,cylinder
986,1414,34-32-39-39,yellow,large,rubber,cube
986,1940,153-46-47-47,yellow,large,rubber,cube
299,1354,82-75-40-41,red,large,metal,sphere
299,1004,148-35-30-36,blue,small,rubber,cube
299,1861,43-55-46-47,purple,large,rubber,cube
926,1055,91-26-33-35,brown,small,rubber,cylinder
926,1112,41-34-35-37,purple,small,rubber,cube
926,1181,134-31-35-37,yellow,small,rubber,cube
926,588,104-79-25-27,blue,small,rubber,sphere
639,1418,72-31-40-40,purple,large,rubber,cube
639,2021,141-49-45-48,blue,large,rubber,cube
639,591,110-78-24-27,gray,small,rubber,cylinder
980,1013,137-23-30-36,purple,small,metal,cylinder
980,2210,59-60-57-56,red,large,rubber,sphere
980,1157,97-20-36-36,yellow,small,rubber,cube
325,1207,149-35-33-40,blue,small,rubber,cylinder
325,1672,84-54-37-48,gray,large,rubber,cylinder
242,924,57-51-33-33,cyan,small,metal,sphere
242,1538,173-40-43-40,green,large,rubber,cube
242,671,134-36-28-28,cyan,small,metal,sphere
242,1130,115-63-36-37,red,small,rubber,sphere
894,1205,32-66-39-38,yellow,small,rubber,sphere
894,1080,163-59-36-35,yellow,small,rubber,sphere
894,389,122-68-18-23,red,small,metal,cube
405,598,70-33-27-25,red,small,metal,sphere
405,379,103-97-20-21,blue,small,metal,sphere
405,1027,196-52-36-34,cyan,small,metal,sphere
405,507,169-84-21-26,yellow,small,rubber,cube
405,1080,68-58-36-36,red,small,rubber,sphere
614,685,135-95-25-30,blue,small,rubber,cube
614,543,154-73-24-25,green,small,rubber,cube
614,1963,93-45-69-51,green,large,rubber,sphere
614,1928,94-46-47-48,green,large,rubber,sphere
748,1128,58-34-33-39,purple,small,rubber,cylinder
748,481,91-79-20-24,gray,small,rubber,cube
748,1320,167-37-36-41,green,large,rubber,cube
748,953,107-15-32-32,green,small,rubber,cube
905,1421,83-40-41-43,green,large,rubber,cube
905,528,122-87-20-27,yellow,small,rubber,cube
85,1106,109-31-31-37,brown,small,rubber,cube
589,1683,92-63-37-49,blue,large,rubber,cylinder
784,1101,44-38-34-39,cyan,small,rubber,cube
784,476,165-48-32-31,brown,small,rubber,sphere
784,1916,145-59-42-51,red,large,rubber,cylinder
784,1896,98-49-49-51,purple,large,rubber,cylinder
784,2876,48-69-57-60,purple,large,rubber,cube
466,344,159-93-21-20,green,small,rubber,sphere
466,3053,88-96-52-63,purple,large,rubber,cylinder
466,1687,131-49-39-49,cyan,large,rubber,cylinder
466,1235,53-64-39-39,cyan,small,rubber,sphere
526,441,29-56-24-22,yellow,small,rubber,cube
526,690,123-110-23-32,brown,small,metal,sphere
60,584,53-37-30-26,blue,small,metal,sphere
60,400,158-63-20-23,brown,small,metal,cube
60,1830,60-57-40-50,purple,large,rubber,cylinder
133,705,90-33-29-29,red,small,metal,sphere
133,830,174-41-32-31,yellow,small,metal,sphere
133,1335,153-74-41-40,red,large,metal,sphere
635,735,70-34-29-30,green,small,metal,sphere
635,412,144-101-21-22,yellow,small,metal,sphere
635,1300,178-62-41-39,blue,small,rubber,sphere
635,1476,63-72-42-43,gray,large,rubber,sphere
635,1114,31-56-38-37,gray,small,rubber,sphere
971,1312,53-31-41-35,gray,large,rubber,sphere
971,547,102-20-24-26,cyan,small,rubber,sphere
971,598,171-80-27-27,red,small,rubber,cube
971,2061,186-50-53-52,green,large,rubber,sphere
971,2618,44-65-54-57,brown,large,rubber,cube
971,391,26-62-19-23,cyan,small,rubber,cube
971,393,126-44-15-34,blue,small,rubber,sphere
472,1099,115-36-30-38,gray,small,rubber,cube
472,424,144-77-19-24,yellow,small,rubber,cube
472,2041,45-69-43-54,gray,large,rubber,sphere
451,971,82-32-31-38,yellow,small,rubber,cube
451,383,155-52-21-20,red,small,rubber,cube
451,336,154-84-20-20,cyan,small,metal,sphere
451,2157,43-50-52-51,yellow,large,rubber,cube
501,730,85-100-28-32,red,small,rubber,cube
501,445,82-77-18-23,blue,small,rubber,cube
501,1120,164-36-32-38,purple,small,rubber,cylinder
501,567,145-81-26-27,purple,small,rubber,cube
501,931,103-29-28-35,cyan,small,rubber,cube
501,1707,39-51-42-48,yellow,large,rubber,cube
335,1768,72-99-46-47,brown,large,rubber,sphere
335,1425,21-46-39-43,red,large,rubber,cylinder
228,430,90-63-21-23,brown,small,rubber,cube
228,603,23-39-34-24,gray,small,rubber,sphere
228,675,91-90-27-30,blue,small,rubber,cube
228,835,114-24-26-33,purple,small,rubber,cube
228,508,127-85-20-27,yellow,small,rubber,cube
228,2330,21-55-55-52,purple,large,rubber,cube
392,608,93-27-26-27,brown,small,rubber,sphere
392,1676,64-44-38-54,red,large,rubber,cube
392,1892,128-59-40-51,purple,large,rubber,sphere
880,653,74-26-27-28,blue,small,metal,sphere
880,419,92-59-20-23,blue,small,rubber,cube
880,1087,28-38-39-43,blue,small,rubber,cube
880,629,142-89-25-28,purple,small,rubber,cube
880,1963,43-59-43-53,purple,large,rubber,cylinder
880,821,100-107-30-35,gray,small,rubber,cube
880,1012,119-53-35-35,red,small,metal,sphere
880,542,177-71-26-25,gray,small,rubber,cube
880,906,108-15-28-33,gray,small,rubber,cube
947,1334,48-41-36-43,yellow,large,rubber,cylinder
947,673,67-102-24-31,red,small,rubber,cylinder
947,1027,172-51-36-35,brown,small,rubber,sphere
947,2217,89-65-43-56,gray,large,rubber,cylinder
637,919,81-32-28-33,purple,small,rubber,cube
637,368,23-62-22-21,gray,small,rubber,cube
637,683,94-106-23-31,blue,small,rubber,sphere
637,1094,119-28-36-35,red,small,rubber,cube
364,958,11-50-35-33,green,small,metal,sphere
364,528,67-95-20-27,brown,small,rubber,cube
364,952,139-53-34-34,brown,small,rubber,sphere
364,3297,84-98-59-61,gray,large,metal,cube
364,959,11-50-64-33,green,small,metal,sphere
561,1302,100-28-39-39,green,large,rubber,cube
561,1772,134-45-45-47,gray,large,rubber,cylinder
881,877,13-42-33-31,gray,small,metal,sphere
881,589,74-95-22-28,blue,small,rubber,cube
881,661,131-104-23-30,blue,small,rubber,cube
881,1463,164-43-37-44,green,large,rubber,cube
881,500,207-66-26-24,brown,small,rubber,cube
881,795,113-40-31-31,blue,small,rubber,sphere
881,453,101-28-26-27,red,small,metal,sphere
881,2406,56-54-42-69,blue,large,rubber,sphere
519,664,81-29-27-28,purple,small,rubber,sphere
519,1310,24-32-45-43,yellow,large,rubber,cube
519,746,141-34-30-29,cyan,small,metal,sphere
519,915,172-43-34-32,cyan,small,metal,sphere
519,2072,49-57-43-53,red,large,rubber,cylinder
524,1437,75-30-42-41,purple,large,rubber,cube
524,356,30-63-20-23,blue,small,rubber,cube
524,1263,128-36-32-41,yellow,small,rubber,cylinder
266,427,39-58-22-22,gray,small,rubber,cube
266,476,68-79-20-25,brown,small,rubber,cube
266,765,85-98-28-33,brown,small,rubber,sphere
266,873,124-48-33-34,brown,small,rubber,sphere
266,2194,148-62-45-56,cyan,large,rubber,cylinder
266,780,113-25-28-35,brown,small,rubber,cube
995,964,15-46-35-34,brown,small,metal,sphere
995,860,131-20-28-35,purple,small,rubber,cube
995,3569,103-91-60-68,yellow,large,rubber,cube
995,1296,123-60-39-46,green,small,rubber,cube
995,1291,93-35-43-43,gray,small,rubber,cube
995,1873,72-69-43-57,red,large,rubber,cube
995,484,186-74-20-24,red,small,rubber,cube
940,2310,130-54-52-55,yellow,large,rubber,cube
940,420,34-69-20-24,cyan,small,rubber,cube
940,1525,81-44-35-46,gray,large,rubber,cylinder
10,1375,134-31-40-40,green,large,rubber,cube
10,448,130-75-19-25,purple,small,rubber,cube
10,1821,14-47-45-49,green,large,rubber,cube
10,1924,189-42-50-47,green,large,rubber,cube
295,1002,123-23-32-34,green,small,rubber,cube
295,1927,92-94-48-49,red,large,rubber,sphere
834,364,59-99-20-20,cyan,small,rubber,sphere
834,1132,197-56-38-36,green,small,rubber,sphere
2,391,23-63-20-20,blue,small,rubber,cube
2,576,98-30-26-26,yellow,small,metal,sphere
2,1096,158-37-33-39,purple,small,metal,cube
2,2594,98-87-46-62,gray,large,rubber,cylinder
2,1687,68-66-44-54,yellow,large,rubber,cube
2,2735,157-37-66-64,purple,large,rubber,cylinder
794,899,88-32-28-35,cyan,small,rubber,cube
794,798,33-46-32-32,green,small,rubber,sphere
794,2765,123-72-55-62,gray,large,rubber,cube
794,2235,55-61-49-52,green,large,rubber,sphere
552,669,98-38-31-27,gray,small,rubber,sphere
552,409,129-71-18-23,purple,small,metal,cube
552,2162,79-62-44-53,red,large,rubber,cube
552,2875,79-39-67-76,red,large,rubber,cube
419,305,88-31-26-19,cyan,small,metal,sphere
419,965,142-31-30-35,purple,small,rubber,cube
419,598,122-80-26-28,gray,small,rubber,cube
419,725,34-36-43-37,gray,small,rubber,cube
419,1634,89-43-42-44,cyan,large,rubber,cube
419,592,110-23-27-30,green,small,rubber,cube
419,1595,43-50-39-46,green,large,rubber,cylinder
525,351,41-61-18-22,yellow,small,rubber,cube
525,658,82-39-29-29,brown,small,metal,sphere
525,556,64-80-24-27,gray,small,rubber,cube
525,1361,172-41-37-42,purple,large,rubber,cylinder
525,565,130-30-28-28,green,small,metal,sphere
525,1405,117-75-41-41,brown,large,rubber,sphere
525,1292,106-49-41-47,blue,small,rubber,cube
525,699,94-22-33-27,blue,small,rubber,cube
131,405,51-56-22-21,red,small,metal,cube
131,446,18-60-24-22,gray,small,rubber,cube
131,3235,54-78-59-65,purple,large,rubber,cube
131,1300,128-66-40-39,gray,small,metal,sphere
541,1283,138-66-40-40,cyan,small,metal,sphere
541,418,113-102-22-22,cyan,small,metal,sphere
33,376,61-94-20-21,cyan,small,rubber,sphere
33,369,156-49-21-20,green,small,rubber,cube
33,593,143-96-22-29,purple,small,rubber,cube
33,466,114-64-22-24,blue,small,rubber,cube
226,1363,21-41-37-42,gray,large,rubber,cylinder
226,1612,113-50-36-51,yellow,large,rubber,cylinder
792,1287,34-43-35-40,cyan,small,rubber,cube
792,863,151-53-32-32,gray,small,rubber,sphere
792,512,134-96-20-27,yellow,small,rubber,sphere
792,2147,86-68-45-53,cyan,large,rubber,cylinder
440,1122,79-26-36-36,blue,small,rubber,cube
440,568,58-92-22-28,brown,small,rubber,cylinder
440,1251,171-38-35-40,blue,small,rubber,sphere
440,467,119-114-23-24,yellow,small,rubber,sphere
440,1525,27-42-38-45,gray,large,rubber,cube
440,1966,123-56-41-49,yellow,large,rubber,cube
440,465,93-65-22-23,red,small,metal,cube
43,455,101-74-19-23,yellow,small,rubber,cube
43,1249,131-40-33-41,green,small,rubber,cube
43,1184,158-62-38-38,red,small,rubber,sphere
43,1631,42-50-39-47,yellow,large,rubber,cylinder
446,1954,75-98-48-49,brown,large,rubber,sphere
446,651,126-28-27-28,brown,small,metal,sphere
446,894,23-42-34-33,gray,small,rubber,sphere
871,1277,31-39-35-41,green,small,rubber,cube
871,833,70-46-32-32,green,small,metal,sphere
871,1342,79-74-41-40,yellow,large,metal,sphere
871,1946,160-61-43-52,red,large,rubber,cylinder
871,834,175-45-38-44,brown,small,rubber,cube
381,976,86-27-29-36,purple,small,rubber,cube
381,396,171-55-22-21,brown,small,rubber,cube
381,2408,37-62-51-58,yellow,large,rubber,cube
194,1137,78-37-31-39,yellow,small,rubber,cube
194,2130,28-57-50-53,yellow,large,rubber,cube
911,1547,170-47-38-46,green,large,rubber,cube
911,2315,125-71-44-58,yellow,large,rubber,cylinder
911,2091,58-51-50-51,gray,large,rubber,sphere
911,428,68-36-30-19,purple,small,metal,sphere
911,771,103-19-26-32,red,small,rubber,cube
719,1295,15-40-37-41,brown,small,metal,cylinder
719,894,49-30-39-40,green,small,rubber,cube
719,432,81-112-22-23,gray,small,metal,sphere
719,763,124-29-30-29,cyan,small,rubber,cube
719,1505,69-45-36-44,cyan,large,rubber,cube
719,390,182-70-19-23,red,small,metal,cube
719,2316,124-54-60-52,red,large,rubber,cube
368,661,89-30-30-38,red,small,rubber,cube
368,940,182-47-34-33,cyan,small,metal,sphere
368,1590,134-38-42-44,blue,large,rubber,cube
368,478,175-82-21-25,cyan,small,rubber,cube
368,375,123-103-20-21,brown,small,metal,sphere
368,1543,97-48-35-46,green,large,rubber,cube
368,1747,64-91-45-47,gray,large,metal,sphere
368,451,55-73-20-25,cyan,small,rubber,cube
454,1606,12-37-46-45,blue,large,rubber,cube
454,625,75-33-29-31,blue,small,metal,sphere
454,622,53-80-27-28,purple,small,rubber,cube
454,2967,99-71-56-63,red,large,rubber,cube
454,2198,153-62-44-59,blue,large,rubber,cylinder
454,998,92-51-39-48,purple,small,rubber,cube
538,836,25-42-32-31,yellow,small,metal,sphere
538,962,64-27-33-38,green,small,rubber,cube
538,755,78-53-34-33,gray,small,rubber,sphere
538,760,142-44-31-33,green,small,rubber,sphere
538,577,140-85-25-29,blue,small,rubber,sphere
538,2187,165-55-53-51,red,large,rubber,sphere
538,2147,95-71-42-56,green,large,rubber,cube
538,1268,105-32-38-39,green,small,rubber,cube
835,809,47-42-31-31,yellow,small,rubber,sphere
835,1326,152-42-44-41,yellow,large,rubber,cube
835,487,182-74-25-25,gray,small,rubber,cube
835,2262,132-70-45-56,gray,large,rubber,sphere
835,1427,96-35-40-41,blue,large,rubber,cube
835,2274,132-69-71-57,gray,large,rubber,sphere
385,1182,84-25-37-36,blue,small,rubber,cube
385,1002,147-30-32-35,cyan,small,metal,cylinder
385,362,177-55-21-21,red,small,rubber,cube
385,772,130-98-30-32,cyan,small,rubber,cube
385,1200,144-62-38-38,green,small,metal,sphere
883,902,79-47-33-32,purple,small,metal,sphere
883,838,35-41-32-31,blue,small,rubber,sphere
883,671,91-93-26-31,red,small,rubber,sphere
883,456,117-66-21-25,brown,small,rubber,cube
230,836,35-38-32-31,gray,small,metal,sphere
230,694,142-42-29-29,red,small,metal,sphere
230,2714,134-72-49-62,cyan,large,rubber,cylinder
230,1533,165-50-43-52,green,large,rubber,cube
984,1125,66-35-40-39,cyan,small,rubber,cube
984,1366,77-81-40-42,cyan,large,metal,sphere
984,1803,41-57-47-52,red,large,rubber,cube
984,1279,179-46-36-43,blue,small,rubber,cube
345,501,83-30-27-27,purple,small,metal,sphere
345,550,117-26-25-27,yellow,small,rubber,sphere
345,295,175-55-22-20,cyan,small,rubber,cube
345,286,138-60-20-22,yellow,small,rubber,cube
345,2833,43-68-58-62,blue,large,rubber,cube
345,1178,150-61-37-38,gray,small,metal,sphere
345,1439,93-48-36-45,purple,large,rubber,cylinder
232,338,43-56-21-19,red,small,rubber,cube
232,810,99-112-24-33,purple,small,rubber,cube
232,1336,188-42-38-41,purple,large,rubber,cylinder
232,687,155-37-28-28,purple,small,metal,sphere
232,959,105-22-34-32,gray,small,rubber,cube
232,1132,125-60-37-37,cyan,small,metal,sphere
760,880,78-27-27-34,blue,small,rubber,cube
760,815,29-50-33-32,brown,small,rubber,sphere
760,409,43-77-18-23,cyan,small,rubber,cube
760,981,136-32-29-36,green,small,rubber,cube
760,1462,179-42-40-39,cyan,large,rubber,cylinder
760,477,130-88-20-25,yellow,small,rubber,cube
760,2780,62-71-56-61,yellow,large,rubber,cube
855,384,80-57-20-21,green,small,rubber,cube
855,651,139-33-28-28,cyan,small,metal,sphere
855,1726,100-84-45-47,purple,large,rubber,sphere
699,451,88-121-22-23,yellow,small,rubber,sphere
699,1152,142-35-32-39,green,small,rubber,cube
771,1279,172-45-35-40,red,small,rubber,cube
771,1286,156-45-51-41,red,small,rubber,cylinder
771,956,115-27-30-33,gray,small,rubber,cube
771,356,70-72-23-20,brown,small,rubber,cube
982,882,187-46-33-31,yellow,small,rubber,sphere
982,1192,131-35-34-39,green,small,metal,cylinder
982,627,163-88-25-26,yellow,small,rubber,cube
982,303,175-75-19-25,green,small,rubber,cube
982,403,40-69-19-23,red,small,metal,cube
982,2448,64-60-53-56,blue,large,rubber,cube
533,449,16-62-23-21,purple,small,metal,cube
533,1943,149-58-41-52,green,large,rubber,cube
533,418,90-73-18-24,green,small,rubber,cube
533,1493,92-39-42-43,brown,large,rubber,cube
633,965,58-28-34-36,gray,small,rubber,cube
633,1004,150-29-32-38,brown,small,rubber,cylinder
633,817,132-100-30-33,brown,small,rubber,cube
633,2493,47-69-47-59,cyan,large,rubber,cylinder
633,1274,31-42-38-45,purple,small,rubber,cube
633,1113,183-52-51-35,purple,small,rubber,sphere
633,1214,105-34-32-40,blue,small,rubber,cube
633,404,93-24-24-28,purple,small,metal,sphere
633,1248,136-61-39-39,cyan,small,metal,sphere
615,1003,121-29-29-36,green,small,rubber,cube
615,1476,3-45-40-44,blue,large,rubber,sphere
615,1133,159-64-37-37,green,small,rubber,sphere
480,436,53-59-22-22,cyan,small,rubber,cube
480,572,66-76-26-27,green,small,rubber,cube
922,388,27-58-21-22,brown,small,rubber,cube
922,538,137-77-24-26,yellow,small,rubber,sphere
152,576,105-96-21-28,purple,small,rubber,cube
152,594,49-84-26-29,blue,small,rubber,cube
152,858,123-45-32-32,brown,small,metal,sphere
152,1485,178-44-39-44,red,large,rubber,cylinder
152,417,149-73-19-23,blue,small,rubber,cube
152,1160,80-64-38-38,brown,small,rubber,sphere
861,1111,50-36-32-38,purple,small,rubber,cylinder
861,394,191-65-20-20,purple,small,rubber,cube
861,643,131-34-28-27,yellow,small,metal,sphere
861,1261,88-79-39-39,red,small,rubber,sphere
861,386,74-73-22-24,green,small,rubber,cube
638,318,54-61-20-22,red,small,rubber,cube
638,1392,127-78-40-42,blue,large,rubber,sphere
638,2135,70-57-49-52,brown,large,rubber,cube
668,1108,83-39-30-38,yellow,small,rubber,cube
668,1160,139-32-37-36,gray,small,rubber,cube
668,1354,18-46-37-41,gray,large,rubber,cylinder
668,3394,78-80-62-70,gray,large,metal,cube
668,2101,141-69-42-55,gray,large,rubber,cylinder
722,457,91-119-23-23,green,small,metal,sphere
722,442,58-80-19-25,yellow,small,rubber,cube
432,508,91-94-19-27,gray,small,rubber,cube
432,837,128-32-29-36,gray,small,rubber,cube
432,2311,119-78-44-58,blue,large,rubber,sphere
432,1073,107-55-36-46,brown,small,rubber,cube
441,2551,68-79-47-62,green,large,rubber,sphere
441,1345,109-25-39-40,blue,large,rubber,cube
765,860,75-29-36-32,blue,small,rubber,cube
765,487,150-81-21-25,green,small,metal,cube
765,1415,195-46-39-42,purple,large,rubber,cylinder
765,548,112-30-25-26,blue,small,rubber,sphere
235,679,58-35-29-29,green,small,metal,sphere
235,1868,179-49-53-49,gray,large,rubber,cube
62,748,70-34-30-29,yellow,small,metal,sphere
178,947,32-45-34-33,blue,small,rubber,sphere
178,797,88-37-31-31,green,small,rubber,sphere
178,3151,90-85-51-68,yellow,large,rubber,cylinder
178,2219,132-60-49-58,cyan,large,metal,cylinder
178,333,188-67-20-23,cyan,small,rubber,cube
470,748,58-35-30-30,yellow,small,metal,sphere
470,1782,113-95-46-47,blue,large,rubber,sphere
470,1602,132-49-38-47,brown,large,rubber,cylinder
983,1016,120-22-32-34,cyan,small,metal,cube
983,1169,50-56-38-38,red,small,rubber,sphere
983,2739,140-67-50-58,yellow,large,rubber,cube
959,3231,140-70-63-65,brown,large,metal,cube
959,924,102-20-28-34,red,small,rubber,cube
959,2100,24-57-46-54,blue,large,rubber,sphere
960,867,93-30-27-33,red,small,rubber,cube
960,433,69-82-19-24,red,small,rubber,cube
320,703,82-37-30-28,cyan,small,metal,sphere
320,2060,160-41-44-59,gray,large,rubber,sphere
320,1233,36-66-39-38,green,small,rubber,sphere
320,2048,84-64-41-54,green,large,rubber,cylinder
320,763,113-111-24-32,gray,small,metal,cube
77,1122,65-28-29-50,brown,small,rubber,cube
77,560,77-99-21-28,cyan,small,rubber,cylinder
77,885,140-50-32-33,cyan,small,metal,sphere
77,590,134-91-25-28,green,small,rubber,cube
77,1929,185-48-51-48,cyan,large,rubber,sphere
77,1913,30-53-47-47,blue,large,rubber,cube
77,749,103-40-29-30,purple,small,rubber,sphere
520,1302,148-44-34-42,brown,large,rubber,cylinder
898,3415,56-84-61-72,blue,large,rubber,sphere
898,1648,122-86-45-45,cyan,large,metal,sphere
898,1527,21-44-39-48,purple,large,rubber,cube
898,1660,160-49-40-47,red,large,rubber,cylinder
898,744,51-68-39-34,red,small,rubber,sphere
898,1399,110-56-38-50,red,large,rubber,cube
478,1213,164-41-33-41,purple,small,rubber,cube
478,2044,44-69-44-54,purple,large,rubber,cylinder
478,2362,101-80-44-59,yellow,large,rubber,cylinder
478,411,145-65-21-23,blue,small,rubber,cube
594,527,103-80-23-26,yellow,small,rubber,sphere
594,1387,148-47-37-43,cyan,large,rubber,cylinder
594,911,111-37-30-38,purple,small,rubber,sphere
671,1297,4-44-38-40,cyan,small,rubber,cylinder
671,415,50-81-19-24,green,small,rubber,cube
671,1078,147-31-32-36,gray,small,metal,cylinder
669,1800,23-40-49-46,purple,large,rubber,cube
669,755,93-22-32-35,yellow,small,rubber,cube
669,2675,117-76-46-63,brown,large,rubber,sphere
669,1278,102-44-34-44,red,small,rubber,cylinder
669,3164,161-50-76-60,green,large,rubber,sphere
704,774,64-47-34-34,brown,small,rubber,sphere
704,2621,131-74-47-62,green,large,rubber,cylinder
704,2199,83-64-43-55,red,large,rubber,cylinder
704,755,109-42-32-33,cyan,small,rubber,sphere
704,529,36-68-25-25,purple,small,rubber,cube
704,2153,169-54-53-57,green,large,rubber,cube
253,786,60-43-30-31,red,small,metal,sphere
253,2464,85-66-52-57,green,large,rubber,cube
253,900,111-44-32-39,purple,small,rubber,cube
211,399,135-71-18-23,red,small,rubber,cube
691,772,165-37-30-30,cyan,small,rubber,sphere
691,476,161-80-21-25,blue,small,metal,cylinder
691,446,32-69-21-25,red,small,rubber,cube
450,760,97-113-24-33,purple,small,rubber,sphere
450,2763,37-66-57-63,cyan,large,rubber,cube
450,1586,181-46-41-45,cyan,large,rubber,cylinder
450,774,107-39-30-30,yellow,small,rubber,sphere
490,582,95-25-26-27,yellow,small,rubber,sphere
490,468,56-85-20-26,blue,small,rubber,cube
490,850,115-48-31-32,green,small,rubber,sphere
490,905,163-37-33-38,purple,small,metal,cube
490,3095,95-91-51-65,green,large,rubber,cube
490,992,33-58-35-35,gray,small,rubber,sphere
